,name,price,mile_age,make,model,fuel,power,transmission,engine_size,description,linkofproduct,year
100,C180 Avantgarde Neuve,143 000 DT,12000,Mercedes-Benz,Classe C,Essence,8,Blanc,Berline,"Voiture très peu utilisée, état neuf.",https://www.tayara.tn/listings/voitures-9/e6419fa4-718b-4f91-8430-e07863eeaba9/c180-avantgarde-neuve,2018
101,Citroën nemo,0 DT,180000,Citroen,Nemo,Diesel,6,Noir,Compacte,À vendre ma voiture citroën nemo 1ere main karhba ndhifa barcha lel kaseb moteur et tôlerie propre année 2015 diesel 6 Cv 4 cylindres,https://www.tayara.tn/listings/voitures-9/9cae1f67-a82c-4c39-a6b3-2d1d3d558a9c/citro%C3%ABn-nemo,2015
102,je cherche voiture,15 000 DT,200000,Citroen,C3,Essence,4,Autre,Autres,je cherche fiat panda ou Citroën ne dépasse pas 15000,https://www.tayara.tn/listings/voitures-9/395d8fee-001f-42fe-a880-2bd531549f38/je-cherche-voiture,2004
103,Voiture classe à vendre,38 000 DT,205000,Ssangyong,Korando,Diesel,11,Gris,4 x 4,Voiture ssangyong kcorondo à vendre toute option,https://www.tayara.tn/listings/voitures-9/298b101e-e1f2-447f-9119-e3249e2d983a/voiture-classe-%C3%A0-vendre-,2013
104,Renault Clio 1.2,42 000 DT,200,Renault,Clio,Essence,4,Gris,Berline,Renault Clio 1.2,https://www.tayara.tn/listings/voitures-9/25b75602-8548-4e9c-a39c-ea37762f9010/renault-clio-1-2-,2020
105,Partner,0 DT,203686,Peugeot,Partner,Diesel,10,Rouge,Avec kilométrage,,https://www.tayara.tn/listings/voitures-9/468d4c7e-bb7a-470f-9c28-26b3aeb2519f/partner,2006
106,Toyota yaris,13 500 DT,200000,Toyota,Yaris,Essence,4,Noir,Avec kilométrage,Toyota yaris,https://www.tayara.tn/listings/voitures-9/3161fd8c-578c-4e0c-a700-7a66f9032682/toyota-yaris,2003
107,échange,25 000 DT,110,Citroen,C-Elysée,Essence,5,Gris,Compacte,excellente C Elysee phase 2 kemla premiere main jdida 5 snin faible kilométrage 110mkm,https://www.tayara.tn/listings/voitures-9/7d3852c9-b4ca-4581-bb2c-4eca6b5441bd/%C3%A9change,2015
108,Passat CC TU 206 90mill km,49 800 DT,90000,Volkswagen,Passat CC,Essence,12,Noir,Compacte,"Passat cc R lingne, boîte manuelle 6 rapports, 2 litre essence très puissante, très très propre, importée du canada, toutes options tel que :",https://www.tayara.tn/listings/voitures-9/042d049a-68e2-44f0-9905-8779d26a227e/passat-cc-tu-206-90mill-km,2011
109,Partner origin,20 000 DT,175000,Peugeot,Partner,Diesel,7,Gris,Utilitaire,État d'origine très bon état général,https://www.tayara.tn/listings/voitures-9/77cc3c11-b8bf-4f4f-ba01-6f9c123b9da8/partner-origin-,2010
110,Mercedes benz classe C,28 000 DT,165000,Mercedes-Benz,Classe C,Essence,9,Gris,Berline,Kilométrage: 165000,https://www.tayara.tn/listings/voitures-9/927ff4cc-7975-43dc-9433-ca8308476b9e/mercedes-benz-classe-c,2001
111,C180 AVANTGARDE ESSENCE BOIT AUTO IMPORT GERMANY...ETAT ORIGIN..TUN 181,64 000 DT,110000,Mercedes-Benz,Classe C,Essence,9,Marron,Berline,À VENDRE OU ÉCHANGE BELLE MERCEDES C 180 AVANTGARDE ESSENCE 9CV BOIT AUTO AVEC TURBO.. MOTEUR E200 CGI...RADAR AV ARR...RETROS RABBATTABLES...4 PNEUS NEUFS...IMPORTÉE D ALLEMAGNE FIN 2015...1RER MAIN EN TUNISIE....AUCUNE RAYURE NI BOSSE....SEULEMENT 109 000 KILOMETRES,https://www.tayara.tn/listings/voitures-9/9fff64bd-469a-4192-8578-1efd8a921163/c180-avantgarde-essence-boit-auto-import-germany-etat-origin-tun-181,2011
112,MERCEDES CLASSE A180,0 DT,19,Mercedes-Benz,Classe A,Diesel,5,Gris,Berline,MERCEDES BENZ CLASSE A180 KIT AMG,https://www.tayara.tn/listings/voitures-9/6c582ad5-7ef1-4167-a437-611d8c309f77/mercedes-classe-a180,2014
113,A vendre c4 essence 2010 prix 22800,22 800 DT,167,Citroen,C4,Essence,6,Noir,Compacte,A vendre c4 essence 2010,https://www.tayara.tn/listings/voitures-9/96da0de4-c979-459d-a523-2d02fd8407f7/a-vendre-c4-essence-2010-prix-22800,2010
114,407 navteq,28 000 DT,210,Peugeot,407,Diesel,6,Noir,Berline,🇯🇵 🚘 407 navteq 🚘 🇯🇵,https://www.tayara.tn/listings/voitures-9/8dea1a4b-cf05-41d1-b38b-c591ac6cc13d/407-navteq,2010
115,Une 206,17 500 DT,177000,Peugeot,206,Essence,4,Gris,Berline,Je mais a vendre une tres bonne 206 toutes options num 51849198,https://www.tayara.tn/listings/voitures-9/9c980758-08fc-4de1-9b1d-40eb6447e664/une-206,2002
116,Clio 5,16 500 DT,170000,Renault,Clio,Essence,4,Noir,Autres,,https://www.tayara.tn/listings/voitures-9/622004eb-f538-436c-9a85-4c97740c3843/clio-5,2002
117,chevrolet cruse 2017,31 800 DT,82000,Chevrolet,Cruze,Essence,7,Noir,Berline,av ou échange chevrolet cruse 2017 en très bonne état avec prix raisonnable,https://www.tayara.tn/listings/voitures-9/12d6dc2e-29ef-4424-89c7-d1706b48464f/chevrolet-cruse-2017,2017
118,belle symbole 2,28 600 DT,164000,Renault,Symbol,Essence,5,Noir,Berline,symbole 2 essence 2015 Propre bien entretenu tôle et carrosserie.164000km prix 28600 dinars a discuté . voiture se trouve à tabarka .svp me contacter au 21455394 ..,https://www.tayara.tn/listings/voitures-9/e5ac87ae-8ea3-48ae-939e-773da4b648c5/belle-symbole-2,2015
119,Caddy sdi 2.0,0 DT,150000,Volkswagen,Caddy,Diesel,8,Gris,Utilitaire,"Je mets en vznte une commerciale caddy annee 2010 en tres bon etat avec moteur changé recemment. Disponible a Sfax, tzl: 23047604",https://www.tayara.tn/listings/voitures-9/1e4b6ae7-e872-468b-be18-b23eb5344e86/caddy-sdi-2-0,2010
120,Ford fiesta titanium,24 200 DT,180,Ford,Fiesta,Essence,5,Noir,Compacte,Une tres belle ford fiesta titanuim fin 2009 tres propres peinture dorigine 5 chv 1.2,https://www.tayara.tn/listings/voitures-9/8be330ab-ce74-49a2-89b8-4fa94d5311ed/ford-fiesta-titanium,2009
121,golf 6 diesel année 2011,39 DT,190,Volkswagen,Golf 6,Diesel,5,Manuelle,>4.0,✅Golf 6 montage 🇫🇷🇫🇷🇫🇷ً,https://www.tayara.tn/listings/voitures-9/568e66a8-3afc-4437-ad59-6c52bc019a58/golf-6-diesel-ann%C3%A9e-2011,2011
122,CADDY PRESTIGE TT OPTIONS NEUF,36 800 DT,79000,Volkswagen,Caddy,Diesel,5,Blanc,Utilitaire,TEL 98 186 518,https://www.tayara.tn/listings/voitures-9/01f69db7-a80b-42cc-866e-717091f15fff/caddy-prestige-tt-options-neuf,2016
123,golf3 mawjouda fi manouba,0 DT,0,Volkswagen,Golf 3,Essence,0,Noir,Autres,,https://www.tayara.tn/listings/voitures-9/c9f62936-6960-48fe-8878-90c3a1ad5858/golf3-mawjouda-fi-manouba,0
124,🚘 VOLKSWAGEN GOLF 7 HIGHLINE 2014🚘,0 DT,98000,Volkswagen,Golf 7,Essence,6,Blanc,Compacte,🚘 VOLKSWAGEN GOLF 7 HIGHLINE 2014🚘,https://www.tayara.tn/listings/voitures-9/8eefa34b-2f9b-426d-af98-e8a9ab125040/%F0%9F%9A%98-volkswagen-golf-7-highline-2014%F0%9F%9A%98,2014
125,Golf 7,22 034 127 DT,133,Volkswagen,Golf 7,Essence,5,Blanc,Berline,Tout option,https://www.tayara.tn/listings/voitures-9/0cccf28e-6024-4422-b322-b183661a8469/golf-7,2014
126,Peugeot 206,15 000 DT,260000,Peugeot,206,Essence,5,Bleu,Compacte,5cv,https://www.tayara.tn/listings/voitures-9/1774c277-02b8-4757-ac89-9853ed36ebeb/peugeot-206-,2003
127,2 Phares BMW série 1 neuf,0 DT,100,BMW,Serie 1,Essence,7,Autre,Compacte,A vendre deux Phares d'origine en très bon état pour BMW série 1,https://www.tayara.tn/listings/voitures-9/ddb87e40-b845-481a-950c-1fd9234d3bdd/2-phares-bmw-s%C3%A9rie-1-neuf,2011
128,Caddy,28 000 DT,0,Autres,Autres,Diesel,0,Gris,Autres,Caddy 2L,https://www.tayara.tn/listings/voitures-9/ab57214c-fe71-4fe6-affd-c6ecdc004b31/caddy,2013
129,camion,0 DT,999999999,Renault,Grand Modus,Diesel,999999,Blanc,Non dédouanné,ancienne serie 48,https://www.tayara.tn/listings/voitures-9/180f4ab6-f4dd-4cf7-bb56-5e9a8db2f243/camion,99999999
130,À vendre une belle voiture Citroen C3,19 000 DT,159,Citroen,C3,Essence,5,Gris,Compacte,-Peinture d'origine,https://www.tayara.tn/listings/voitures-9/892b4072-d0f1-4373-8dcc-ce729b9cf4c5/%C3%A0-vendre-une-belle-voiture-citroen-c3,2008
131,clio classique,0 DT,290,Renault,Clio,Essence,5,Gris,Manuelle,clio classique,https://www.tayara.tn/listings/voitures-9/0d109763-60e6-4a07-b060-a85d13e78bb0/clio-classique,2008
132,Mégane 2 phase 2,16 900 DT,230000,Renault,Megane,Diesel,5,Noir,Compacte,Delphi 1.5 dci grand turbo,https://www.tayara.tn/listings/voitures-9/fc175590-6c8c-405f-8d12-a181425f7ec2/m%C3%A9gane-2-phase-2-,2005
133,407 hdi,33 500 DT,200,Peugeot,407,Diesel,6,Argent,Berline,407 hdi navteq 1.6 hdi,https://www.tayara.tn/listings/voitures-9/cd5435ad-786f-4c53-92b5-32ecb90ff1c5/407-hdi,2009
134,Peugeot Partner B9,33 000 DT,105000,Peugeot,Partner,Diesel,5,Gris,Utilitaire,للبيع Partner B9 نظيفة متاع فلاح,https://www.tayara.tn/listings/voitures-9/e3a4a5c6-bba9-41b1-bad0-19cd381bfb36/peugeot-partner-b9,2017
135,seat ibiza 2012,25 800 DT,190,Seat,Ibiza,Essence,5,Blanc,Berline,seat ibiza très propre deuxième main peinture d'origine toutes options,https://www.tayara.tn/listings/voitures-9/ba91566c-1835-456a-acf3-024805f49a95/seat-ibiza-2012,2012
136,"🚘 VOLKSWAGEN GOLF 6 1.4 , 2012 🚘",0 DT,142000,Volkswagen,Golf 6,Essence,5,Bleu,Compacte,"🚘 VOLKSWAGEN GOLF 6 1.4 , 2012 🚘",https://www.tayara.tn/listings/voitures-9/2d92b8b9-0e40-4e22-8e45-4914d5c9e2d5/%F0%9F%9A%98-volkswagen-golf-6-1-4-2012-%F0%9F%9A%98,2012
137,Mazda 4X4,10 000 DT,100000,Mazda,B 2500,Diesel,12,Gris,4 x 4,(sans moteurs),https://www.tayara.tn/listings/voitures-9/d9063d92-86a4-4d77-a16c-8382f3cd17dd/mazda-4x4,2002
138,GOLF 7 TSI BLUEMOTION 1.2,62 000 DT,129000,Volkswagen,Golf 7,Essence,5,Noir,Compacte,GOLF 7 TSI 1.2 toutes options Année 2016 Importée de l'Autriche.,https://www.tayara.tn/listings/voitures-9/bda05fc6-66b5-49cc-bdec-95fbbbd29119/golf-7-tsi-bluemotion-1-2,2016
139,Peugeot 307,20 800 DT,175000,Peugeot,307,Essence,20800,Vert,Autres,Peugeot 307 bon état essence,https://www.tayara.tn/listings/voitures-9/878136c1-9a02-4c55-bc4f-23f6af8d7970/peugeot-307,2004
140,C5 la reine de la route,42 500 DT,178000,Citroen,C5,Diesel,6,Gris,Berline,A vendre C5 la reine de la route diesel 6ch très économique prestigieuse série 179 prix 42500dt légèrement négociable,https://www.tayara.tn/listings/voitures-9/ef321d28-4cf3-467e-95bb-3f896d406915/c5-la-reine-de-la-route,2011
141,Golf 2,5 800 DT,200,Volkswagen,Golf 2,Essence,6,Bleu,Berline,Golf 2 avendre,https://www.tayara.tn/listings/voitures-9/cc000cfb-2852-463f-ae58-562d9940cc75/golf-2,1985
142,BMW 318d f30,73 000 DT,123000,BMW,Serie 3,Diesel,7,Noir,Autres,Bmw 318D F30 Luxury,https://www.tayara.tn/listings/voitures-9/c429a307-c37b-48e7-9f70-5bb496b23f5e/bmw-318d-f30,2013
143,TOYOTA YARIS,36 500 DT,77,Toyota,Yaris,Essence,5,Gris,Autres,Belle Toyota Yaris 1ere main toutes les vitres sont d'origine,https://www.tayara.tn/listings/voitures-9/9fe75c52-a92d-4efb-890f-2be847de9b33/toyota-yaris,2015
144,407 essence 53118719,22 DT,180,Peugeot,407,Essence,9,Noir,Berline,407 essence année fin 2007 peinture d'origine 5 pneus neufs kilométrage 180 km 9 cheveaus fermetures centrales automatiques moteur ndhif CD radio flash tous options,https://www.tayara.tn/listings/voitures-9/875574ae-273e-498b-906f-25dfd014ef43/407-essence-53118719,
145,Mazda 3 Première main,58 000 DT,71,Mazda,3,Essence,6,Noir,Berline,A VENDRE Mazda 3 SÉRIE 197 première main,https://www.tayara.tn/listings/voitures-9/47f94714-3e0a-4954-a42b-ea3232503c26/mazda-3-premi%C3%A8re-main,2017
146,Peugeot boxer très propre,36 000 DT,103000,Peugeot,Boxer,Diesel,7,Blanc,Compacte,Peugeot boxer très propre,https://www.tayara.tn/listings/voitures-9/eb17cecf-d6b1-43c0-a32f-f77b7d082844/peugeot-boxer-tr%C3%A8s-propre,2014
147,Dacia Logan Mcv,28 500 DT,126400,Dacia,Logan MCV,Essence,5,Blanc,Autres,"dacia logan mcv bien entretenue 5 ch essence , 5 places familiale année 2015 toute options vitres avant électrique ,climatisé , airbag , poste cd d'origine jantes allu , antibrouillard , spacieuse et confortable et très puissante prix 28500 .",https://www.tayara.tn/listings/voitures-9/6b750633-8351-4649-aa07-31067b4cfdc9/dacia-logan-mcv,2015
148,Hyundai i20,42 000 DT,80000,Hyundai,I 20,Essence,5,Orange,Autres,la nouvelle Hyundai i20 71000km 5cv état comme neuve,https://www.tayara.tn/listings/voitures-9/9374d081-6c77-41c6-9047-83c1b8f8eb10/hyundai-i20,2018
149,407 hdi,21 000 DT,250,Peugeot,407,Diesel,6,Doré,Berline,407 hdi mazout toute option,https://www.tayara.tn/listings/voitures-9/f4104548-2114-49a2-8b68-6047c796a1fb/407-hdi,2008
150,Chevrolet Aveo LS,15 000 DT,160000,Chevrolet,Aveo,Essence,5,Noir,Berline,je met en vente ma voiture chevrolet Aveo Ls année 2008 propre et très economique à 15000 dt(prix legerement négociable),https://www.tayara.tn/listings/voitures-9/9e5c19b8-1181-4682-a2a7-e2aeb205740c/chevrolet-aveo-ls,2008
151,Fiât siana essence,17 500 DT,178000,Fiat,Siena,Essence,5,Blanc,Compacte,Fiât siana essence 5cv,https://www.tayara.tn/listings/voitures-9/08034ba2-3480-4e67-8bb8-71fc85736369/fi%C3%A2t-siana-essence,2005
152,🇫🇷 reanult clio diesel,32 000 DT,145000,Renault,Clio,Diesel,5,Blanc,Compacte,☎️ 98439830 ☎️ 26307308,https://www.tayara.tn/listings/voitures-9/5133153c-8e13-4d53-ad30-6da4df712cb7/%F0%9F%87%AB%F0%9F%87%B7-reanult-clio-diesel,2013
153,🇯🇵 Nissan QashQai,59 000 DT,84000,Nissan,Qashqai,Essence,6,Gris,4 x 4,☎️ 98439830 ☎️ 26307308,https://www.tayara.tn/listings/voitures-9/955f954e-210b-47e4-93bf-b7a085020cc3/%F0%9F%87%AF%F0%9F%87%B5-nissan-qashqai,2014
154,BMW série 1 phase 2,31 800 DT,144000,BMW,Serie 1,Essence,7,Gris,Autres,A vendre ou échange BMW Série 1 phase 2 7cv essence 144000km très très propre,https://www.tayara.tn/listings/voitures-9/d33e7ead-bfe8-4b14-a178-b858ce5221d9/bmw-s%C3%A9rie-1-phase-2,2008
155,🇰🇷 Hyundai grand I 10 boite auto,36 000 DT,90000,Hyundai,I 10,Essence,5,Gris,Compacte,☎️ 98439830 ☎️ 26307308,https://www.tayara.tn/listings/voitures-9/af7aac5c-cd1d-4f36-bcd5-dfcddb235e2d/%F0%9F%87%B0%F0%9F%87%B7-hyundai-grand-i-10-boite-auto,2017
156,Polo 3 tout option,13 200 DT,236546,Volkswagen,Polo,Essence,5,Bleu,Berline,Karhba ndifa barrrcha tout option clim airbag viter geant all toit souno ext,https://www.tayara.tn/listings/voitures-9/0c71f96d-7a81-49c2-b617-b4b3b22e6788/polo-3-tout-option,1998
157,🇪🇸 seat leon,47 500 DT,64000,Seat,Leon,Essence,6,Noir,Compacte,☎️ 98439830,https://www.tayara.tn/listings/voitures-9/ac9ab15b-9775-4525-b458-e4c8ae7ca648/%F0%9F%87%AA%F0%9F%87%B8-seat-leon,2017
158,🧨Citroen c3🧨🧨🧨💎💎🥇🥇,0 DT,123,Citroen,C3,Essence,5,Noir,Autres,Avendre une belle voiture 🚘🚘🚘citroen c3🚘🚘🚘🚘,https://www.tayara.tn/listings/voitures-9/3c35700c-9072-423b-9506-7ee0d565bb74/%F0%9F%A7%A8citroen-c3%F0%9F%A7%A8%F0%9F%A7%A8%F0%9F%A7%A8%F0%9F%92%8E%F0%9F%92%8E%F0%9F%A5%87%F0%9F%A5%87,2012
159,🇩🇪 volkswagen passat,29 000 DT,268000,Volkswagen,Passat,Essence,7,Gris,Berline,☎️ 98439830 ☎️ 26307308,https://www.tayara.tn/listings/voitures-9/36adcdc1-a32d-4504-9463-e9cf07fd55b0/%F0%9F%87%A9%F0%9F%87%AA-volkswagen-passat,2005
160,🇫🇷 citoren c 4,36 500 DT,6,Citroen,C4,Essence,6,Gris,Compacte,☎️ 98439830 ☎️ 26307308,https://www.tayara.tn/listings/voitures-9/beaee3ec-7ea4-43a4-b79c-a37eacc9bb4d/%F0%9F%87%AB%F0%9F%87%B7-citoren-c-4,2017
161,passat 4 motion exclusiv,0 DT,136000,Volkswagen,Passat,Essence,220,Noir,Non dédouanné,passat 4 motion exclusiv,https://www.tayara.tn/listings/voitures-9/9833b22b-016c-458d-aa46-7b801a915118/passat-4-motion-exclusiv,2004
162,Fiat uno fire,8 800 DT,190520,Fiat,Uno,Essence,5,Gris,Berline,Fiat uno fire,https://www.tayara.tn/listings/voitures-9/9f9a99d0-4991-4978-b4f0-c3ca13aac594/fiat-uno-fire,2005
163,FIAT UNO 4CV FIRE,2 900 DT,185,Fiat,Uno,Essence,4,Blanc,Compacte,A vendre Fiat Uno moteur fire 4 cv essence banou toula t7eb 5edma mais caroussa we9fa,https://www.tayara.tn/listings/voitures-9/8440a0d3-358e-42c7-977f-ab44e7bf040e/fiat-uno-4cv-fire,1992
164,Golf 4 SDI mazout,16 DT,275000,Volkswagen,Golf 4,Diesel,5,Noir,Compacte,Moteur 1.9 sdi,https://www.tayara.tn/listings/voitures-9/ace6caca-ae2b-4369-b3dc-c3a78bd33188/golf-4-sdi-mazout-,1998
165,Honda amaze bon état,28 000 DT,63000,Honda,Brio Amaze,Essence,5,Noir,Berline,Honda amaze bon état,https://www.tayara.tn/listings/voitures-9/3b973caa-cee6-4ed0-bfd5-e4b8603b50a4/honda-amaze-bon-%C3%A9tat,2017
166,Peugeot Partner 5 Places 6cv Diesel 2010 1er Main,0 DT,158000,Peugeot,Tepee,Diesel,6,Gris,Berline,-Peugeot Partner - - Diesel - 2010 -,https://www.tayara.tn/listings/voitures-9/366db0c3-6d7c-4aba-ae06-db26d1d05fec/peugeot-partner-5-places-6cv-diesel-2010-1er-main,2010
167,Citroen berlingo premier main,33 DT,90000,Citroen,Berlingo,Diesel,5,Blanc,Autres,Citroen berlingo premier main toute option état bakou kol chay d'origine,https://www.tayara.tn/listings/voitures-9/bc43660a-f4dc-421e-915a-4b7610ac0374/citroen-berlingo-premier-main,2017
168,Peugeot 308,22 500 DT,190000,Peugeot,308,Essence,6,Manuelle,1.4,Peugeot 308 ndifa barcha toutes option tres bonne etat,https://www.tayara.tn/listings/voitures-9/449e5d68-d353-41ec-aab0-447c3247e92d/peugeot-308,2008
169,voiture opel27349124,2 200 DT,180,Opel,Kadett,Essence,6,Blanc,Manuelle,voiture Opel 27349124,https://www.tayara.tn/listings/voitures-9/4d2384a4-837c-4a79-93b8-964ccdaa7c0c/voiture-opel27349124,1980
170,Peugeot partner commercial en bon état,0 DT,384500,Peugeot,Partner,Diesel,7,Blanc,Autres,Num:54579155,https://www.tayara.tn/listings/voitures-9/fc80d0e7-5557-4757-a6d4-b5552af87264/peugeot-partner-commercial-en-bon-%C3%A9tat,2003
171,Golf 3 en bon état moteur impicable essance gaz Anne 1992 Klm 198 Num 53375060,0 DT,198,Volkswagen,Golf 3,Essence,5,Bleu,4 x 4,Golf 3 en bon état moteur impicable essance gaz,https://www.tayara.tn/listings/voitures-9/a94cde5a-d106-4596-bc41-d799b18ed0e3/golf-3-en-bon-%C3%A9tat-moteur-impicable-essance-gaz-anne-1992-klm-198-num-53375060,1992
172,BMW F10 SÉRIE 5,102 000 DT,125000,BMW,Serie 5,Essence,9,Noir,Autres,AV OÙ ÉCHANGE LA FAMEUSE BMW F10 520I FULL OPT PACK. M POUR PLUS D INFO TEL. 53 899 739,https://www.tayara.tn/listings/voitures-9/ff3077bd-e46c-462f-a257-048b1f142c50/bmw-f10-s%C3%A9rie-5,2012
173,une belle voiture,0 DT,217,Opel,Corsa,Essence,4,Blanc,Autres,,https://www.tayara.tn/listings/voitures-9/7d1a72ca-3682-4af1-9a93-eb4ec2058d2c/une-belle-voiture,2000
174,Peugeot 807 spacieuse familiale très économique moteur puissant 8 places,0 DT,264,Peugeot,807,Diesel,7,Gris,Monospace,À vendre ou échanger contre Voiture moins chère Peugeot 807 8 places tte options spacieuse familiale très économique avec double clé moteur puissant nécessite retouche de tôle état moyenne ordinateur de bord en marche clim nécessite Reparation gasoil normal année 2005 ex CD,https://www.tayara.tn/listings/voitures-9/10216e18-21b1-4c29-a8a1-12473a9d6f2e/peugeot-807-spacieuse-familiale-tr%C3%A8s-%C3%A9conomique-moteur-puissant-8-places-,2005
175,Fiât palio,0 DT,160,Fiat,Palio,Essence,4,Gris,Compacte,Belle occasion tt option 4ch climatisé viltre électrique num de télé 54 131 943,https://www.tayara.tn/listings/voitures-9/03bbd26c-d234-4d36-8d94-4723de1a4121/fi%C3%A2t-palio,2007
176,GOLF 7 1.4tsi,29 551 553 DT,110000,Volkswagen,Golf 7,Essence,7,Blanc,Compacte,GOLF 7 1.4tsi,https://www.tayara.tn/listings/voitures-9/503c523b-7b29-4473-af12-ed994068cb7c/golf-7-1-4tsi,2013
177,Audi A3 sline,39 800 DT,180000,Audi,A3,Essence,6,Noir,Compacte,Av une belle Audi A3 Sline toute options etat neuf ...,https://www.tayara.tn/listings/voitures-9/8354d75e-0a97-4c18-806d-0c0d053415c5/audi-a3-sline,2011
178,Panda,0 DT,0,Fiat,Panda,Essence,0,Rouge,4 x 4,karhba nthifa 4×4,https://www.tayara.tn/listings/voitures-9/e38ef79d-4164-4b56-8422-4092125f7ab6/panda,0
179,Polo 8 full,45 500 DT,80000,Volkswagen,Polo,Essence,5,Beige,Autres,AV ou ÉCHANGE LA FAMEUSE POLO 8 FULL DE TRÈS BELLE COULEUR  NEUVE TEL 53 899 739,https://www.tayara.tn/listings/voitures-9/fb737b05-daca-44eb-8d6f-2c4a68f0a40d/polo-8-full,2018
180,Iveco 35c15 avec frigo,38 500 DT,196000,Iveco,Daily,Diesel,10,Blanc,Compacte,Iveco 35c15 avec frigo,https://www.tayara.tn/listings/voitures-9/a186b8f0-ed31-4448-a90b-8702d4d26eb1/iveco-35c15-avec-frigo,2010
181,Kia rio 5p rouge,40 000 DT,50000,Kia,Rio,Essence,5,Rouge,Compacte,Kia rio 5p rouge,https://www.tayara.tn/listings/voitures-9/a961ed89-1727-474e-8ba5-297695abf6e7/kia-rio-5p-rouge-,2015
182,207 cc,24 000 DT,160,Peugeot,207 CC,Essence,6,Cabriolet,Avec kilométrage,Toutes options w 7aja nthifa 3ale5er. Climatronique.Abs. Assisté. Vitres electrique. Rétroviseurs electrique. Jantes alu.route de secours jamais touche. Mahiyech mvola dhinet edar. Toit manuel..,https://www.tayara.tn/listings/voitures-9/1dbc401d-c046-4b00-be54-52fd821a57fd/207-cc,2007
183,Toyota yaris sedan,40 000 DT,88000,Toyota,Yaris,Essence,5,Blanc,Autres,A vendre une belle toyota yaris sedan,https://www.tayara.tn/listings/voitures-9/c95b8979-545d-4ee1-9376-60ce393ed9c2/toyota-yaris-sedan,2017
184,peugeot 407 sw,18 500 DT,158000,Peugeot,407 SW,Diesel,6,Gris,Compacte,"a vendre belle 407 break familial toute option,vitre électrique et rotroviseur électrique et fermeture centrale consommation faible de mazout. moteur très propre. vitre fermée par clé. 54239246.54739702",https://www.tayara.tn/listings/voitures-9/e759ccb4-9321-4ca5-8643-3223f86cf8c8/peugeot-407-sw,2005
